id,customer_age_sales_interaction,utilization_ratio,combined_plus,discount_category,seat_utilisation_result,target,category_sale_Negative,category_sale_Neutral,category_sale_Positive,day,month,year
JMAN_2443914,17,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_9028070,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_2440364,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9034498,17,1.0,2.0,1,1,1,0,0,1,17,3,2023
JMAN_18362423,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2468985,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9393166,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2448001,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2479794,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2469141,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2454576,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2418297,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2453360,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9074060,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2481177,16,1.0,3.0,1,0,1,0,0,1,13,1,2023
JMAN_2469850,0,1.0,0.0,1,0,1,1,0,0,17,3,2023
JMAN_12472512,3,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2475499,17,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2453288,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2481392,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9004146,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2467430,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_16875693,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2441495,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_2375196,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9028070,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2457731,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9059722,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_18005774,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2451111,0,1.0,,1,0,0,1,0,0,6,1,2023
JMAN_9839820,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2483165,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9020327,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9744797,0,1.0,0.0,1,0,1,1,0,0,20,1,2023
JMAN_2461511,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_10933641,7,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_10933641,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2473775,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_18411232,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2452473,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_9007825,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2481325,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9079368,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9322658,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_16222667,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_2441174,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9037279,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_18409554,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_18139241,17,1.0,3.0,1,0,1,0,0,1,3,3,2023
JMAN_9410413,14,1.0,3.0,1,0,1,0,0,1,31,3,2023
JMAN_9659718,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2475019,17,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_9026637,0,1.0,,1,0,0,1,0,0,6,1,2023
JMAN_2454576,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2447279,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_2476017,17,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_10835428,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_2451905,17,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2445535,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_10907430,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9084558,17,1.0,3.0,1,0,1,0,0,1,17,3,2023
JMAN_9028556,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_9814943,10,1.0,3.0,1,0,1,0,0,1,20,1,2023
JMAN_18410798,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_11055836,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9086113,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2338685,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2481776,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_2375196,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_2474276,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_11126390,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_17740171,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_9004984,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9023355,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_9049395,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9049395,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9471486,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9471486,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2456801,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2453360,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2461511,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_10936108,7,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_9006637,16,1.0,3.0,1,0,1,0,0,1,3,3,2023
JMAN_2469170,17,1.0,3.0,1,0,1,0,0,1,20,1,2023
JMAN_2464578,13,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2476482,0,1.0,0.0,1,0,1,1,0,0,27,1,2023
JMAN_2473180,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9182744,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2466310,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2445669,0,1.1428571428571428,,1,0,1,1,0,0,10,2,2023
JMAN_2467430,0,1.0,0.0,1,0,1,1,0,0,24,3,2023
JMAN_2412040,17,1.0,2.0,1,0,0,0,0,1,20,1,2023
JMAN_9150028,15,1.0,2.0,1,0,0,0,0,1,24,2,2023
JMAN_2470525,12,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_2452632,17,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_2431752,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2374639,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2450544,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_9037279,16,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_18411651,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2430783,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9659718,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2459803,17,1.0,3.0,1,0,1,0,0,1,31,3,2023
JMAN_10670367,8,1.5,3.0,1,0,1,0,0,1,24,2,2023
JMAN_12444009,4,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_18409955,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_9031054,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9074060,17,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_9052224,16,1.0,3.0,1,1,0,0,0,1,20,1,2023
JMAN_2472417,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2475069,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9377382,14,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_9017780,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_10907430,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9022517,17,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2476482,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2479696,17,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_18410839,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2481776,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2481522,17,1.0625,3.0,1,0,1,0,0,1,20,1,2023
JMAN_9811811,10,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_2479496,0,1.0,0.0,1,0,1,1,0,0,24,2,2023
JMAN_2429874,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_2420440,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9036481,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_14331200,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_18278560,17,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_9018059,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2476809,16,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_2473315,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2458137,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9208195,15,1.1666666666666667,3.0,1,0,1,0,0,1,3,3,2023
JMAN_9160150,15,1.0,2.0,1,0,0,0,0,1,13,1,2023
JMAN_2454576,16,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_10683389,8,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_10048042,10,0.5555555555555556,3.0,0,1,1,0,0,1,24,3,2023
JMAN_9028450,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2433986,16,0.6666666666666666,3.0,1,1,1,0,0,1,13,1,2023
JMAN_12537206,0,1.0,,1,1,1,1,0,0,10,3,2023
JMAN_2319823,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9023808,0,1.0909090909090908,0.0,1,0,1,1,0,0,31,3,2023
JMAN_2465892,17,1.0,3.0,1,0,1,0,0,1,24,2,2023
JMAN_9623963,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2457694,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2475275,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2465581,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9319018,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2459391,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_9008188,17,1.0,3.0,1,0,1,0,0,1,31,3,2023
JMAN_2480393,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9023120,12,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_2468831,16,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2474547,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2453223,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_9017463,0,1.0,0.0,1,0,1,1,0,0,24,2,2023
JMAN_9021157,17,1.0,3.0,1,0,1,0,0,1,24,3,2023
JMAN_2473058,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2452274,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_2448722,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9022819,0,1.0,0.0,1,0,1,1,0,0,24,3,2023
JMAN_9015478,0,1.0,0.0,1,0,1,1,0,0,13,1,2023
JMAN_2483334,17,1.1,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2474115,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2462242,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_16373812,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_9208195,15,1.1666666666666667,3.0,1,0,1,0,0,1,24,2,2023
JMAN_18410391,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_9001870,0,1.0,0.0,1,0,1,1,0,0,20,1,2023
JMAN_9019558,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9032708,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_2458841,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_9058679,16,1.0,3.0,0,0,1,0,0,1,13,1,2023
JMAN_2472640,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2481177,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2456399,17,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_9396302,14,1.0,2.0,1,1,1,0,0,1,17,2,2023
JMAN_18411228,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_9039751,16,1.0,3.0,1,0,1,0,0,1,27,1,2023
JMAN_9021422,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_9119221,0,1.5185185185185186,,1,0,1,1,0,0,10,3,2023
JMAN_2447679,0,1.0,0.0,1,0,1,1,0,0,24,3,2023
JMAN_2444478,0,1.0,0.0,1,0,1,1,0,0,17,3,2023
JMAN_10967092,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2474258,17,1.0,3.0,1,0,1,0,0,1,24,2,2023
JMAN_2482475,17,1.0,3.0,1,0,1,0,0,1,17,3,2023
JMAN_11265556,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2445549,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_10468922,6,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_12085671,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2449227,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_2373631,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9258120,10,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2449672,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9051235,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2437713,0,1.0,0.0,1,0,1,1,0,0,17,2,2023
JMAN_9030043,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_18410392,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_2467010,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_17630843,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_2448185,16,1.0,3.0,1,0,1,0,0,1,27,1,2023
JMAN_18411228,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_9021651,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_9075122,0,1.0,,1,0,0,1,0,0,3,2,2023
JMAN_9026440,17,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_9014071,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9892189,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_10112853,10,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2468985,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_18410793,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_18070801,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2483316,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_18354320,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_18410832,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_12382809,16,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2467051,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_10442134,8,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2434832,0,1.0,0.0,1,0,1,1,0,0,27,1,2023
JMAN_2436260,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_9038496,16,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_9897409,10,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_2469170,17,1.0,3.0,1,0,1,0,0,1,13,1,2023
JMAN_9746946,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2442325,0,1.0,0.0,1,0,0,1,0,0,27,1,2023
JMAN_2478786,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_18410835,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_2476321,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2479696,17,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_2480133,0,1.0,0.0,1,0,1,1,0,0,24,2,2023
JMAN_2467430,0,1.0,0.0,1,0,1,1,0,0,17,2,2023
JMAN_14459683,0,1.0,,1,1,1,1,0,0,3,2,2023
JMAN_2396226,0,1.0,0.0,1,0,1,1,0,0,17,2,2023
JMAN_16222667,0,1.0,,1,1,1,1,0,0,3,2,2023
JMAN_2375471,17,1.0909090909090908,2.0,1,0,1,0,0,1,24,2,2023
JMAN_12647035,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2463960,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_9023151,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_18170555,16,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_9006717,16,1.0,2.0,1,0,0,0,0,1,13,1,2023
JMAN_2478900,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9014882,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9420806,14,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2374491,17,1.0,2.0,0,0,1,0,0,1,3,3,2023
JMAN_9005021,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2476133,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2453452,17,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_9669396,11,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_9028695,17,1.0,3.0,1,0,1,0,0,1,24,3,2023
JMAN_10179474,0,1.0,,1,0,0,1,0,0,6,1,2023
JMAN_1061593,26,1.0,3.0,1,0,1,0,0,1,17,3,2023
JMAN_11618371,5,1.0,2.0,1,1,1,0,0,1,31,3,2023
JMAN_9026296,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9327351,15,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_9076870,16,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2469134,15,1.5,3.0,1,0,1,0,0,1,13,1,2023
JMAN_13010076,17,1.0,2.0,1,1,1,0,0,1,24,3,2023
JMAN_15044959,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_15702888,0,1.0,,1,0,0,1,0,0,3,2,2023
JMAN_19047960,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_12085153,4,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_2479438,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2392015,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_2479861,15,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_9003121,17,1.0,3.0,1,0,1,0,0,1,17,2,2023
JMAN_2447679,0,1.0,0.0,1,0,1,1,0,0,20,1,2023
JMAN_2462242,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_9014120,17,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2464018,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9019742,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9824831,10,1.0,2.0,1,1,1,0,0,1,17,2,2023
JMAN_9001870,0,1.0,0.0,1,0,1,1,0,0,31,3,2023
JMAN_9026942,17,1.0,3.0,1,0,1,0,0,1,17,2,2023
JMAN_2449227,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_16090733,0,1.0,1.0,1,1,1,0,1,0,20,1,2023
JMAN_2473789,16,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_2472640,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_2479009,17,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_9022517,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2460386,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2460386,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2481392,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_10473228,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_11327980,6,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_10190396,7,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9319018,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9319018,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_12624548,8,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_9031290,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_18409532,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2473478,0,1.1111111111111112,1.0,1,0,1,0,1,0,3,3,2023
JMAN_9311958,14,1.0,2.0,1,0,1,0,0,1,3,3,2023
JMAN_2461858,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2482605,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_9021732,0,1.0,0.0,1,0,1,1,0,0,31,3,2023
JMAN_18127937,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9052714,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_9000609,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2458306,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_12382809,16,1.0,2.0,1,1,1,0,0,1,31,3,2023
JMAN_9471063,13,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_9026637,0,1.0,0.0,1,0,0,1,0,0,20,1,2023
JMAN_2441943,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9008366,17,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2432487,17,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_9017780,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2481898,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_2460386,17,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2478786,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9206753,15,1.0,2.0,1,0,1,0,0,1,20,1,2023
JMAN_9089265,16,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2435848,16,1.0,3.0,1,0,1,0,0,1,3,3,2023
JMAN_2448716,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2453205,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_9056184,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_9021422,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9017463,0,1.0,0.0,1,0,1,1,0,0,20,1,2023
JMAN_2453703,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2429072,13,1.0,2.0,1,0,1,0,0,1,24,3,2023
JMAN_2412645,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_18409549,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2453701,17,1.0,3.0,1,0,1,0,0,1,31,3,2023
JMAN_9028641,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2473215,17,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2471019,0,1.0,0.0,1,0,1,1,0,0,24,2,2023
JMAN_10575478,8,1.0,3.0,1,0,1,0,0,1,24,3,2023
JMAN_9160150,16,1.0,2.0,1,0,0,0,0,1,17,2,2023
JMAN_10025258,0,1.0,0.0,1,0,1,1,0,0,17,3,2023
JMAN_2476991,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2454712,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_9182542,16,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2304165,0,1.0,,1,0,1,1,0,0,3,2,2023
JMAN_9897184,11,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2446236,17,1.1666666666666667,2.0,1,0,1,0,0,1,17,3,2023
JMAN_2472640,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_15336980,0,1.0,,1,0,0,1,0,0,10,3,2023
JMAN_9008468,17,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_9965861,10,1.0,3.0,1,0,1,0,0,1,3,3,2023
JMAN_9387901,0,1.0,1.0,1,0,1,0,1,0,20,1,2023
JMAN_11075462,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9384676,0,1.0,1.0,1,0,1,0,1,0,31,3,2023
JMAN_16875693,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_2429874,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_9031383,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2477395,17,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2456281,0,1.0,,1,0,1,1,0,0,6,1,2023
JMAN_2474033,0,1.0,1.0,1,0,1,0,1,0,17,3,2023
JMAN_2476067,17,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_2453223,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_9275311,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_9662440,11,1.0,3.0,1,1,1,0,0,1,17,3,2023
JMAN_2311004,0,1.0,0.0,1,0,1,1,0,0,3,3,2023
JMAN_9401641,14,1.0,2.0,1,0,1,0,0,1,27,1,2023
JMAN_14726436,0,1.0,,1,0,1,1,0,0,10,2,2023
JMAN_2372168,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_9005027,17,1.0,2.0,1,0,1,0,0,1,31,3,2023
JMAN_15081132,1,1.0,2.0,1,0,1,0,0,1,24,2,2023
JMAN_2473215,16,1.0,2.0,1,0,1,0,0,1,13,1,2023
JMAN_2458137,0,1.0,1.0,1,0,1,0,1,0,24,3,2023
JMAN_9160150,16,1.0,2.0,1,0,0,0,0,1,24,3,2023
JMAN_2431263,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_2461549,17,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_9272385,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_2475298,17,1.0,3.0,0,0,1,0,0,1,17,3,2023
JMAN_9016506,0,1.0,,1,0,1,1,0,0,10,3,2023
JMAN_9026296,0,1.0,1.0,1,0,1,0,1,0,24,2,2023
JMAN_9016831,17,1.0,3.0,1,0,1,0,0,1,17,2,2023
JMAN_11055836,7,1.0,2.0,1,0,1,0,0,1,17,2,2023
JMAN_2471063,0,1.0,1.0,1,0,1,0,1,0,3,3,2023
JMAN_18411228,0,1.0,1.0,1,0,1,0,1,0,17,2,2023
JMAN_15044959,0,1.0,1.0,1,0,1,0,1,0,13,1,2023
JMAN_11327980,6,1.0,2.0,1,0,1,0,0,1,17,3,2023
JMAN_10410810,0,2.333333333333333,,1,0,1,1,0,0,6,1,2023
JMAN_2479496,0,1.0,0.0,1,0,1,1,0,0,20,1,2023
JMAN_9275311,0,1.0,1.0,1,0,1,0,1,0,27,1,2023
JMAN_9014743,17,1.0,3.0,1,0,1,0,0,1,17,2,2023
